#name,ra,dec,elon,tau,elat,c1s1,c1s2,c1s3,c1s4,c1s5,c1s6,c1s7,c1s8,c1s9,c1s10,c1s11,c1s12,c1s13,c2s1,c2s2,c2s3,c2s4,c2s5,c2s6,c2s7,c2s8,c2s9,c2s10,c2s11,c2s12,c2s13
       "HD 117618 b",203.10647583,-47.271362305,220.68421936,-34.61359787,27.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 11964 b",29.290025711,-10.242427826,23.376195908,-20.771644592,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 125595 b",215.34660339,-40.393947601,226.82131958,-24.79050827,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 125612 d",215.22297668,-17.481521606,218.69885254,-3.2552421093,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 12661 b",31.142866135,25.414304733,37.783653259,12.001375198,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
       "HD 134987 c",228.3694458,-25.309347153,232.75765991,-7.0913062096,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 13908 b",34.560665131,65.594360352,59.483211517,47.9243927,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
       "HD 139357 b",233.81748962,53.922142029,198.24421692,68.527503967,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0
        "HD 14067 b",34.293498993,23.767831802,39.954410553,9.4776144028,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
       "HD 142415 b",239.41996765,-60.200256348,251.08262634,-38.753555298,27.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 145934 b",243.2911377,13.239476204,238.23893738,33.780582428,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
         "HD 1461 b",4.6744480133,-8.0530014038,1.0628190041,-9.2432346344,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 147018 c",245.75061035,-61.688762665,255.38400269,-39.47429657,27.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 148427 b",247.11729431,-13.399640083,247.52764893,8.2723064423,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
       "HD 152079 b",253.37390137,-46.332958221,257.54885864,-23.609731674,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 154345 b",255.65168762,47.081882477,241.74311829,69.117866516,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
       "HD 154857 c",257.81552124,-56.680797577,262.00085449,-33.579353333,27.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 156279 b",258.09667969,63.352092743,206.99378967,84.040817261,351.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4
       "HD 158038 b",261.43930054,27.303340912,258.02664185,50.387420654,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
       "HD 159868 b",264.74801636,-43.145515442,265.93005371,-19.780395508,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "KELT-6 c",195.98187256,30.640050888,181.01266479,34.181674957,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
         "HD 1605 c",5.1313300133,30.974803925,17.854797363,26.211696625,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
       "HD 160691 c",266.03625488,-51.83405304,267.21578979,-28.433063507,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 163607 b",268.41873169,56.391956329,265.04998779,79.804069519,351.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4
        "HD 16417 b",39.244197845,-34.577976227,21.57519722,-46.709693909,54.0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 164604 b",270.77890015,-28.56064415,270.68685913,-5.1232099533,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 167042 b",272.63183594,54.286552429,277.20501709,77.660011292,270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,4,4,4,0,4,4,3
       "HD 169830 b",276.95617676,-29.816865921,276.07110596,-6.5240559578,27.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 17092 b",41.59211731,49.653076172,55.230888367,31.890403748,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
       "HD 171028 b",278.06451416,6.945743084,279.26535034,30.126020432,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
       "HD 175541 b",283.92034912,4.2653250694,285.6131897,26.953256607,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
         "WASP-47 c",331.20303345,-12.018884659,328.99560547,-0.2085160017,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "WASP-41 c",190.61872864,-30.63986969,202.37875366,-23.861040115,27.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 11755 b",29.708696365,73.152381897,63.839946747,55.181789398,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
        "HD 12648 b",34.748653412,85.736152649,82.015930176,63.907592773,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
        "HD 24064 b",59.151241302,74.080032349,76.776779175,52.056819916,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
           "8 UMi b",224.20147705,74.900924683,130.65910339,73.344909668,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0
       "HD 155233 b",257.76818848,-20.654569626,258.55603027,2.3001079559,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 118203 b",203.51057434,53.728530884,169.13076782,56.467479706,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
       "HD 143361 b",240.45977783,-44.43453598,247.46472168,-23.279195786,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 192699 b",304.02502441,4.5807948112,307.52633667,23.696790695,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
       "Kepler-25 d",286.63839722,39.487892151,297.44586182,61.351272583,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
       "HD 143105 b",238.40232849,68.720115662,155.40382385,77.928611755,324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,4,4,4,4,4
      "HIP 109600 b",333.02606201,29.065811157,347.65390015,37.115875244,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
        "HD 35759 b",82.888961792,64.318778992,85.92502594,40.980041504,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
      "HIP 109384 b",332.40582275,71.314331055,40.283908844,68.148574829,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0
       "HD 220842 b",351.65411377,56.886528015,25.725072861,53.131595612,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
        "HD 12484 b",30.611373901,2.8158590794,29.491466522,-9.0465011597,27.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HIP 65407 b",201.08766174,48.885093689,172.33111572,51.751636505,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HIP 65407 c",201.08766174,48.885093689,172.33111572,51.751636505,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 141399 b",236.72422791,46.986263275,211.83792114,63.859420776,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
       "HD 141399 c",236.72422791,46.986263275,211.83792114,63.859420776,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
      "BD+03 2562 b",177.56480408,2.7601420879,176.668396,1.5643459558,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "tau Cet g",26.017011642,-15.937479973,17.818603516,-24.815856934,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "tau Cet h",26.017011642,-15.937479973,17.818603516,-24.815856934,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "tau Cet e",26.017011642,-15.937479973,17.818603516,-24.815856934,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "tau Cet f",26.017011642,-15.937479973,17.818603516,-24.815856934,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "YZ Cet b",18.127668381,-16.998966217,9.782418251,-22.742195129,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "YZ Cet c",18.127668381,-16.998966217,9.782418251,-22.742195129,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "YZ Cet d",18.127668381,-16.998966217,9.782418251,-22.742195129,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "GJ 625 b",246.3526001,54.304103851,215.56491089,73.279136658,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0
       "HD 208897 b",329.74871826,19.020301819,339.37631226,29.239852905,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
        "HD 34445 d",79.42074585,7.3533430099,79.098014832,-15.686472893,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 34445 e",79.42074585,7.3533430099,79.098014832,-15.686472893,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 34445 f",79.42074585,7.3533430099,79.098014832,-15.686472893,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 34445 g",79.42074585,7.3533430099,79.098014832,-15.686472893,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 76920 b",133.82006836,-67.265472412,202.53744507,-73.15940094,81.0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
           "K2-18 c",172.56045532,7.5883908272,170.17124939,4.0200448036,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3942 b",242.26309204,52.943874359,211.5052948,70.795227051,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0
       "BD+48 740 b",40.74256897,48.93006134,54.322853088,31.408496857,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
        "HD 20794 e",49.981876373,-43.069782257,27.223466873,-58.111755371,54.0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 177565 b",286.71859741,-37.810657501,283.61901855,-15.158482552,27.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 40956 b",91.663146973,63.453838348,90.970497131,40.020149231,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
       "HD 111591 b",192.57206726,22.863407135,181.87652588,25.865179062,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
       "HD 113996 b",196.79470825,27.624740601,183.40309143,31.819816589,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
          "TAP 26 b",64.715415955,17.387935638,65.88482666,-3.959608078,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "Kepler-20 g",287.69799805,42.338726044,300.71847534,63.9025383,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
"NGC 2682 Sand 978 b,132.8228302,11.756299019,131.96989441,-5.6641302109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3138 b",32.295425415,-16.33959198,23.842910767,-27.51996994,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3138 c",32.295425415,-16.33959198,23.842910767,-27.51996994,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3138 d",32.295425415,-16.33959198,23.842910767,-27.51996994,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3323 b",75.489280701,-6.9462628365,73.38621521,-29.55248642,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3323 c",75.489280701,-6.9462628365,73.38621521,-29.55248642,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "GJ 273 b",111.8520813,5.2257847786,112.74272919,-16.504850388,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "GJ 273 c",111.8520813,5.2257847786,112.74272919,-16.504850388,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3293 d",67.14881897,-25.169300079,59.472877502,-46.216159821,27.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3293 e",67.14881897,-25.169300079,59.472877502,-46.216159821,27.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "Kepler-19 d",290.4208374,37.851787567,302.35760498,59.018409729,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
       "HIP 67537 b",207.58082581,-39.900856018,220.51402283,-26.566841125,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 27894 c",65.196029663,-59.410835266,20.870296478,-76.79284668,243.0,4,4,3,3,4,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 27894 d",65.196029663,-59.410835266,20.870296478,-76.79284668,243.0,4,4,3,3,4,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TYC 4282-00605-1 b",343.8717041,62.239181519,27.535585403,59.69455719,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
         "GJ 1148 c",175.43597412,42.751972198,156.14807129,36.838993073,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
        "Ross 128 b",176.9349823,0.8045629859,176.86782837,-0.48034998775,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 176986 b",285.7744751,-11.043926239,285.80215454,11.534218788,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
       "HD 176986 c",285.7744751,-11.043926239,285.80215454,11.534218788,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
       "HD 147379 b",244.17811584,67.238845825,164.32865906,79.919822693,297.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,4,4,4,4,4,4,0,4
       "HD 238914 b",279.58422852,59.253856659,305.20629883,81.509651184,351.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4
"TYC 3318-01333-1 b",45.582458496,49.744159698,58.115722656,31.104167938,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
          "GJ 179 b",73.023864746,6.476539135,72.440162659,-15.933888435,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "HD 3167 d",8.7396841049,4.3814687729,9.7527475357,0.56315100193,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 34445 c",79.42074585,7.3533430099,79.098014832,-15.686472893,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 158996 b",259.90463257,80.136398315,97.215835571,76.169143677,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,3,4,0,0,4,0,0
        "HAT-P-11 c",297.70935059,48.080856323,321.54800415,66.629455566,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
        "CoRoT-20 c",97.720405579,0.22691899538,98.390930176,-22.987775803,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "HD 9174 b",22.504177094,-19.604501724,12.776157379,-26.824712753,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 68402 b",121.34871674,-74.410415649,230.9861908,-77.167633057,243.0,0,4,4,0,0,4,4,0,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 72892 b",128.71914673,-14.456693649,135.56497192,-31.976751328,27.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 128356 b",219.27035522,-25.802562714,224.95909119,-9.9431934357,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 147873 b",246.43814087,-33.567119598,250.11125183,-11.740394592,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 147873 c",246.43814087,-33.567119598,250.11125183,-11.740394592,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 165155 b",271.48895264,-29.917253494,271.29882812,-6.4846749306,27.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 224538 b",359.71566772,-61.586772919,323.50485229,-53.70904541,54.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 215152 b",340.83874512,-6.400821209,339.89501953,1.5737630129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 215152 c",340.83874512,-6.400821209,339.89501953,1.5737630129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 215152 d",340.83874512,-6.400821209,339.89501953,1.5737630129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 215152 e",340.83874512,-6.400821209,339.89501953,1.5737630129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "gam Lib b",233.88157654,-14.789536476,235.13803101,4.3859291077,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "gam Lib c",233.88157654,-14.789536476,235.13803101,4.3859291077,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "24 Boo b",217.157547,49.844852448,185.92515564,58.888908386,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
        "HD 47366 b",99.419967651,-12.985116005,101.37716675,-36.053108215,27.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 47366 c",99.419967651,-12.985116005,101.37716675,-36.053108215,27.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 87646 b",151.66986084,17.895103455,147.35824585,5.870839119,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "Kepler-56 d",293.75836182,41.871868134,309.82192993,62.065948486,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
         "rho CrB b",240.26109314,33.303508759,227.18057251,52.413337708,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
        "HD 42618 b",93.002357483,6.7830739021,93.111488342,-16.623794556,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 164922 c",270.62860107,26.313001633,270.87210083,49.750389099,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
         "rho CrB c",240.26109314,33.303508759,227.18057251,52.413337708,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
          "GJ 536 b",210.26329041,-2.6548640728,209.10467529,9.0767269135,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
    "IC 4651 9122 b",261.20861816,-49.948917389,263.6796875,-26.702329636,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 26965 b",63.818000793,-7.6528711319,60.18321228,-28.422302246,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 86950 b",150.40670776,-17.333023071,159.27880859,-27.442539215,54.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 222076 b",354.53311157,-70.903358459,308.83966064,-58.714797974,27.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "Kepler-454 c",287.47851562,38.228866577,298.1307373,59.972667694,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
        "HD 17674 b",42.767852783,30.286739349,49.360771179,13.266160011,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
        "HD 42012 b",92.485275269,34.135299683,92.093406677,10.714067459,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
        "HD 29021 b",69.467590332,60.676197052,77.386238098,38.132892609,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
